"sentence","predicted_type","actual_type","data_trash","sentence_id","date"
"We should arrive in the camping area at about 2pm, which will give us enough time to buy the food we need in the local supermarket and then go to the area where we will set up the tents, which is a long way from town.","future_simple","other",0,"627f9ed84aa0723c9f6db148ff95e5f740d72e602a29d0f00f8b0cde","2020-10-22 23:58:26.926736+04"
"There will be a total of four large tents put up and each tent will have a tent leader, a person who went on this trip last year and therefore has the necessary experience.","future_simple","other",0,"ba31403e50f0066ffd5b2ff1a1e4c64ecb53514ec5492640f6fe2e77","2020-10-22 23:58:28.866842+04"
"If you have any problems during the two days, you should always go directly to your tent leader and speak to him/her.","future_simple","other",0,"2bdfc7bd2c0ef628fbccc24292097739091b6398addb5cd966a4fa71","2020-10-22 23:58:32.666306+04"
"We are not expecting there to be very bad weather this weekend in Scotland, but the weather situation in the Scottish hills is always very unpredictable and for this reason, we have advised everyone to take wet weather clothing with you.","present_continuous","other",0,"25b8dfdfe3fb171aac3507e202bae59758cb3e431c1fb06db260dbb8","2020-10-22 23:58:42.089942+04"
"If windy, stormy weather arrives at the camping area, it may also be necessary to leave the hills and go down into the town.","future_simple","other",0,"26a5d2cbed3bb6a2cc01c790e7b86d797a9ec5ce672e81b4a3f81226","2020-10-22 23:58:45.188788+04"
"It's very likely that your phones will not work in the hills, so you must warn your parents of this.","future_simple","other",0,"d5c718c06de511ba6e4ef2fc878fd16e5ef3661d76ca404d978bbd03","2020-10-22 23:58:48.35883+04"
"You will be able to use your phones when we are in the town, but not when we are camping.","present_continuous","other",0,"dd28b3375ae69597d71da70f105b4fee3824776d253964bde2e8d65a","2020-10-22 23:58:51.155294+04"
"If you have any other questions about the trip, come either to me or Mrs. Sanderson.he International Centre Whether you are looking for a conference venue or a place to have your meetings and your training days, the International Centre is the perfect modern space for your event.","present_continuous","other",0,"60842016a4ea3b866794f496be1e714d3bd65064ce695729437e5140","2020-10-22 23:58:52.509504+04"
"Offering free Wi-Fi, secure parking and all-day refreshments, the International Centre has 120 meeting rooms and a theatre for up to 1,000 people.","present_continuous","trash",1,"352120e4762432eb4d75dfdc2a9fa5104e3660b3509939d3e50b3032","2020-10-22 23:59:01.439309+04"
"If you're interested in going into Business, check out Wyle River Academy.","present_simple","other",0,"2f7f0226b558a2bc45693c3619752660993f5f77d43118ea6f85f507","2020-10-22 23:59:05.558222+04"
"Conveniently located in the city centre, the International Centre is close to the shops and only a ten-minute walk to the train station.","present_perfect","other",0,"985bc29f0816b2561cff98ac257f779b219a2262af209a81327ee5c2","2020-10-22 23:59:08.52511+04"
"The Grand West is a country house surrounded by rolling hills and beautiful scenery, only a 30-minute drive from the airport.","present_continuous","to_be_present",0,"3590fe19cb38d4c348e645d15809fe1bffa9c0e6964cb01f1248d814","2020-10-22 23:59:16.698838+04"
"With 76 hotel rooms, 12 meeting rooms and a conference room that takes up to 200 people, the Grand West offers free Wi-Fi and a whiteboard in every room.","present_simple","trash",1,"769879b64b0d76bcf8457791b6b38f33606961c9e21fe7ddec13d4c6","2020-10-22 23:59:18.724872+04"
"You can also make use of the gardens of the Grand West for team-building events and outdoor activities.","present_continuous","can",0,"f7b930a2c3403e60d951a60aa168e75d5190954701aa1f6452137c64","2020-10-22 23:59:30.592746+04"
"Our indoor swimming pool, gym and 18-hole golf course will ensure that your event is relaxing and enjoyable for everyone.","future_simple","future_simple",0,"f46e49eebe3820e66a0a22c6e449fa39cf301acc3c0a7a781ee19cf3","2020-10-22 23:59:40.669763+04"
"Patricia Denning stars in a sad movie about ambition and heartbreak.","present_continuous","present_simple",0,"cb31457c3f3b92dcdfaed610d4e05cd73dd770762bae5e6330145818","2020-10-22 23:59:48.062774+04"
"When Cecilia leaves college in Texas, she has everything: a wonderful boyfriend, Carl, an interesting job and an expensive house in a pretty town.","present_simple","present_simple",0,"bc68ba6f17d9deef69bba896ca0591d9c7df70a0c9ae79ca8e9989ab","2020-10-22 23:59:58.226638+04"
"Even her black Labrador dog, Perky, is a star: he wins the local dog competition and Hollywood wants to put him in a movie.","present_simple","other",0,"711cdff6416ac87962eef8af77b4d7b535b4547bf2ad8948752ae430","2020-10-23 00:00:02.450081+04"
"Cecilia goes to Hollywood with him and leaves her boyfriend alone back home.","present_simple","present_simple",0,"8239960e948bf54657bfc55f0ce203fda8d257013571d0a16bcf656a","2020-10-23 00:00:05.666265+04"
"When the studio fires Perky, Cecilia decides to stay in Hollywood and tries to get other movie roles for her beautiful dog.","present_simple","present_simple",0,"b6dac97052f3350c035c7b6c46ba5857cc1ef6473caa6b2c681f5c36","2020-10-23 00:00:10.393953+04"
"Carl gives Cecilia an ultimatum: come home and stop behaving crazily, or stay there forever.","present_simple","trash",1,"26e263300353ca141d73aedab45d6c753f2e2a0e9dbad5e9d77beb74","2020-10-23 00:00:15.060296+04"
"Cecilia decides to stay in Hollywood and wants to become an actress herself.","present_simple","present_simple",0,"f8e56475a1c0ec8814c06f4582c6df54f929f3379319b111b56a623b","2020-10-23 00:00:17.465405+04"
"She sends Perky back to Texas and starts an acting course.","present_simple","present_simple",0,"1ba5d4b9d3cbd7d75b350c47f81bdf4aad05169d482320a7d8cdda59","2020-10-23 00:00:19.196572+04"
"After six months, Cecilia realizes she can't act","can","trash",1,"a23ae9ddfc310b3bc2b04bf57fd560b136a11879e5d598cad09626fe","2020-10-23 00:00:21.613906+04"
"and she misses home, but it's too late.","present_simple","trash",1,"9ccb96b4bad197d6fbe692753fe0b1918451647d3d483935a1a787ca","2020-10-23 00:00:22.774436+04"
"Carl has found another girlfriend.","present_perfect","present_perfect",0,"6820e40fdba011ba0e1c0de3b7a03fb9cfbaaf79984abe534f3f1c2a","2020-10-23 00:00:25.624591+04"
"Cecilia tries to win him back, and also discovers a lot about herself on her long journey.","present_simple","present_simple",0,"94b07260cdaff06081f54fe9d66f9fb2dac6d97522512ece9f87660f","2020-10-23 00:00:35.972795+04"
"Patricia Denning is very convincing as Cecilia, but the star of the movie is gorgeous Perky, the black Labrador who steals our hearts.","present_continuous","other",0,"115dc284246ce8de9f0ddf1b06cdcb5de6fac565fcf704d925ecfaec","2020-10-23 00:00:45.584239+04"
